rank,feature_location
31269,FC_mean_290
9562,FC_mean_291
9562,FC_mean_292
9562,FC_mean_293
31269,FC_mean_294
31269,FC_mean_295
31269,FC_mean_296
9562,FC_mean_297
31269,FC_mean_298
31269,FC_mean_299
9562,FC_mean_300
16345,FC_mean_301
9562,FC_mean_302
31269,FC_mean_303
603,FC_mean_304
9562,FC_mean_305
9562,FC_mean_306
2797,FC_mean_307
31269,FC_mean_308
31269,FC_mean_309
31269,FC_mean_310
31269,FC_mean_311
9562,FC_mean_312
31269,FC_mean_313
31269,FC_mean_314
31269,FC_mean_315
31269,FC_mean_316
9562,FC_mean_317
31269,FC_mean_318
31269,FC_mean_319
9562,FC_mean_320
31269,FC_mean_321
31269,FC_mean_322
31269,FC_mean_323
31269,FC_mean_324
31269,FC_mean_325
31269,FC_mean_326
9562,FC_mean_327
16345,FC_mean_328
31269,FC_mean_329
31269,FC_mean_330
31269,FC_mean_331
31269,FC_mean_332
31269,FC_mean_333
9562,FC_mean_334
31269,FC_mean_335
31269,FC_mean_336
9562,FC_mean_337
31269,FC_mean_338
9562,FC_mean_339
31269,FC_mean_340
31269,FC_mean_341
31269,FC_mean_342
9562,FC_mean_343
31269,FC_mean_344
31269,FC_mean_345
1167,FC_mean_346
2797,FC_mean_347
9562,FC_mean_348
31269,FC_mean_349
31269,FC_mean_350
31269,FC_mean_351
31269,FC_mean_352
2797,FC_mean_353
31269,FC_mean_354
31269,FC_mean_355
9562,FC_mean_356
9562,FC_mean_357
731,FC_mean_358
9562,FC_mean_359
31269,FC_mean_360
31269,FC_mean_361
31269,FC_mean_362
16345,FC_mean_363
31269,FC_mean_364
31269,FC_mean_365
9562,FC_mean_366
31269,FC_mean_367
31269,FC_mean_368
31269,FC_mean_369
31269,FC_mean_370
9562,FC_mean_371
16345,FC_mean_372
31269,FC_mean_373
31269,FC_mean_374
9562,FC_mean_375
31269,FC_mean_376
16345,FC_mean_377
31269,FC_mean_378
31269,FC_mean_379
31269,FC_mean_380
9562,FC_mean_381
31269,FC_mean_382
31269,FC_mean_383
9562,FC_mean_384
9562,FC_mean_385
31269,FC_mean_386
9562,FC_mean_387
31269,FC_mean_388
9562,FC_mean_389
31269,FC_mean_390
31269,FC_mean_391
31269,FC_mean_392
2797,FC_mean_393
31269,FC_mean_394
31269,FC_mean_395
16345,FC_mean_396
31269,FC_mean_397
9562,FC_mean_398
1167,FC_mean_399
9562,FC_mean_400
9562,FC_mean_401
9562,FC_mean_402
9562,FC_mean_403
31269,FC_mean_404
31269,FC_mean_405
31269,FC_mean_406
31269,FC_mean_407
16345,FC_mean_408
31269,FC_mean_409
16345,FC_mean_410
31269,FC_mean_411
16345,FC_mean_412
31269,FC_mean_413
31269,FC_mean_414
16345,FC_mean_415
31269,FC_mean_416
16345,FC_mean_417
31269,FC_mean_418
31269,FC_mean_419
31269,FC_mean_420
9562,FC_mean_421
2797,FC_mean_422
31269,FC_mean_423
9562,FC_mean_424
9562,FC_mean_425
31269,FC_mean_426
9562,FC_mean_427
31269,FC_mean_428
9562,FC_mean_429
31269,FC_mean_430
31269,FC_mean_431
31269,FC_mean_432
9562,FC_mean_433
31269,FC_mean_434
31269,FC_mean_435
31269,FC_mean_436
31269,FC_mean_437
31269,FC_mean_438
31269,FC_mean_439
31269,FC_mean_440
206,FC_mean_441
31269,FC_mean_442
9562,FC_mean_443
9562,FC_mean_444
31269,FC_mean_445
9562,FC_mean_446
31269,FC_mean_447
31269,FC_mean_448
9562,FC_mean_449
9562,FC_mean_450
31269,FC_mean_451
9562,FC_mean_452
31269,FC_mean_453
16345,FC_mean_454
9562,FC_mean_455
31269,FC_mean_456
669,FC_mean_457
9562,FC_mean_458
9562,FC_mean_459
31269,FC_mean_460
31269,FC_mean_461
31269,FC_mean_462
31269,FC_mean_463
31269,FC_mean_464
31269,FC_mean_465
16345,FC_mean_466
31269,FC_mean_467
31269,FC_mean_468
31269,FC_mean_469
9562,FC_mean_470
16345,FC_mean_471
31269,FC_mean_472
9562,FC_mean_473
31269,FC_mean_474
31269,FC_mean_475
31269,FC_mean_476
31269,FC_mean_477
389,FC_mean_478
31269,FC_mean_479
31269,FC_mean_480
31269,FC_mean_481
31269,FC_mean_482
31269,FC_mean_483
9562,FC_mean_484
9562,FC_mean_485
9562,FC_mean_486
31269,FC_mean_487
31269,FC_mean_488
31269,FC_mean_489
31269,FC_mean_490
9562,FC_mean_491
31269,FC_mean_492
9562,FC_mean_493
9562,FC_mean_494
31269,FC_mean_495
16345,FC_mean_496
31269,FC_mean_497
31269,FC_mean_498
31269,FC_mean_499
31269,FC_mean_500
31269,FC_mean_501
31269,FC_mean_502
31269,FC_mean_503
31269,FC_mean_504
31269,FC_mean_505
1167,FC_mean_506
9562,FC_mean_507
9562,FC_mean_508
31269,FC_mean_509
9562,FC_mean_510
31269,FC_mean_511
31269,FC_mean_512
31269,FC_mean_513
31269,FC_mean_514
31269,FC_mean_515
31269,FC_mean_516
31269,FC_mean_517
31269,FC_mean_518
9562,FC_mean_519
31269,FC_mean_520
31269,FC_mean_521
9562,FC_mean_522
31269,FC_mean_523
31269,FC_mean_524
31269,FC_mean_525
31269,FC_mean_526
31269,FC_mean_527
31269,FC_mean_528
16345,FC_mean_529
9562,FC_mean_530
9562,FC_mean_531
31269,FC_mean_532
31269,FC_mean_533
31269,FC_mean_534
9562,FC_mean_535
31269,FC_mean_536
9562,FC_mean_537
9562,FC_mean_538
31269,FC_mean_539
31269,FC_mean_540
16345,FC_mean_541
31269,FC_mean_542
9562,FC_mean_543
9562,FC_mean_544
9562,FC_mean_545
31269,FC_mean_546
2797,FC_mean_547
31269,FC_mean_548
31269,FC_mean_549
31269,FC_mean_550
9562,FC_mean_551
2797,FC_mean_552
31269,FC_mean_553
31269,FC_mean_554
31269,FC_mean_555
31269,FC_mean_556
9562,FC_mean_557
31269,FC_mean_558
9562,FC_mean_559
31269,FC_mean_560
31269,FC_mean_561
9562,FC_mean_562
31269,FC_mean_563
9562,FC_mean_564
2797,FC_mean_565
9562,FC_mean_566
31269,FC_mean_567
31269,FC_mean_568
31269,FC_mean_569
9562,FC_mean_570
9562,FC_mean_571
9562,FC_mean_572
31269,FC_mean_573
9562,FC_mean_574
9562,FC_mean_575
31269,FC_mean_576
9562,FC_mean_577
31269,FC_mean_578
31269,FC_mean_579
31269,FC_mean_580
31269,FC_mean_581
9562,FC_mean_582
9562,FC_mean_583
31269,FC_mean_584
31269,FC_mean_585
9562,FC_mean_586
31269,FC_mean_587
31269,FC_mean_588
31269,FC_mean_589
31269,FC_mean_590
9562,FC_mean_591
31269,FC_mean_592
31269,FC_mean_593
31269,FC_mean_594
31269,FC_mean_595
31269,FC_mean_596
2797,FC_mean_597
31269,FC_mean_598
9562,FC_mean_599
9562,FC_mean_600
9562,FC_mean_601
31269,FC_mean_602
31269,FC_mean_603
16345,FC_mean_604
31269,FC_mean_605
9562,FC_mean_606
31269,FC_mean_607
31269,FC_mean_608
31269,FC_mean_609
31269,FC_mean_610
9562,FC_mean_611
31269,FC_mean_612
31269,FC_mean_613
31269,FC_mean_614
31269,FC_mean_615
9562,FC_mean_616
31269,FC_mean_617
9562,FC_mean_618
31269,FC_mean_619
125,FC_mean_620
31269,FC_mean_621
2797,FC_mean_622
9562,FC_mean_623
31269,FC_mean_624
16345,FC_mean_625
676,FC_mean_626
2797,FC_mean_627
9562,FC_mean_628
671,FC_mean_629
31269,FC_mean_630
9562,FC_mean_631
9562,FC_mean_632
31269,FC_mean_633
16345,FC_mean_634
16345,FC_mean_635
31269,FC_mean_636
31269,FC_mean_637
31269,FC_mean_638
31269,FC_mean_639
31269,FC_mean_640
31269,FC_mean_641
31269,FC_mean_642
31269,FC_mean_643
9562,FC_mean_644
31269,FC_mean_645
31269,FC_mean_646
9562,FC_mean_647
9562,FC_mean_648
16345,FC_mean_649
31269,FC_mean_650
9562,FC_mean_651
31269,FC_mean_652
9562,FC_mean_653
31269,FC_mean_654
31269,FC_mean_655
1167,FC_mean_656
31269,FC_mean_657
9562,FC_mean_658
9562,FC_mean_659
31269,FC_mean_660
31269,FC_mean_661
31269,FC_mean_662
31269,FC_mean_663
31269,FC_mean_664
