rank,feature_location
14836,FC_mean_427
14836,FC_mean_428
22273,FC_mean_429
14836,FC_mean_430
14836,FC_mean_431
34272,FC_mean_432
34272,FC_mean_433
34272,FC_mean_434
14836,FC_mean_435
34272,FC_mean_436
34272,FC_mean_437
34272,FC_mean_438
14836,FC_mean_439
34272,FC_mean_440
14836,FC_mean_441
34272,FC_mean_442
14836,FC_mean_443
34272,FC_mean_444
34272,FC_mean_445
14836,FC_mean_446
14836,FC_mean_447
5559,FC_mean_448
14836,FC_mean_449
14836,FC_mean_450
14836,FC_mean_451
34272,FC_mean_452
14836,FC_mean_453
2076,FC_mean_454
2076,FC_mean_455
14836,FC_mean_456
864,FC_mean_457
34272,FC_mean_458
14836,FC_mean_459
34272,FC_mean_460
34272,FC_mean_461
34272,FC_mean_462
34272,FC_mean_463
14836,FC_mean_464
34272,FC_mean_465
8391,FC_mean_466
14836,FC_mean_467
5559,FC_mean_468
14836,FC_mean_469
14836,FC_mean_470
5559,FC_mean_471
34272,FC_mean_472
14836,FC_mean_473
14836,FC_mean_474
34272,FC_mean_475
34272,FC_mean_476
14836,FC_mean_477
34272,FC_mean_478
34272,FC_mean_479
34272,FC_mean_480
5559,FC_mean_481
14836,FC_mean_482
34272,FC_mean_483
22273,FC_mean_484
34272,FC_mean_485
34272,FC_mean_486
14836,FC_mean_487
34272,FC_mean_488
34272,FC_mean_489
34272,FC_mean_490
78,FC_mean_491
34272,FC_mean_492
34272,FC_mean_493
34272,FC_mean_494
34272,FC_mean_495
34272,FC_mean_496
14836,FC_mean_497
14836,FC_mean_498
345,FC_mean_499
14836,FC_mean_500
5559,FC_mean_501
22273,FC_mean_502
14836,FC_mean_503
5559,FC_mean_504
34272,FC_mean_505
34272,FC_mean_506
34272,FC_mean_507
14836,FC_mean_508
2076,FC_mean_509
34272,FC_mean_510
1295,FC_mean_511
34272,FC_mean_512
34272,FC_mean_513
34272,FC_mean_514
14836,FC_mean_515
14836,FC_mean_516
34272,FC_mean_517
34272,FC_mean_518
3016,FC_mean_519
14836,FC_mean_520
5559,FC_mean_521
14836,FC_mean_522
34272,FC_mean_523
34272,FC_mean_524
34272,FC_mean_525
3016,FC_mean_526
5559,FC_mean_527
20663,FC_mean_528
34272,FC_mean_529
34272,FC_mean_530
34272,FC_mean_531
839,FC_mean_532
34272,FC_mean_533
14836,FC_mean_534
14836,FC_mean_535
841,FC_mean_536
34272,FC_mean_537
34272,FC_mean_538
34272,FC_mean_539
34272,FC_mean_540
34272,FC_mean_541
34272,FC_mean_542
814,FC_mean_543
8391,FC_mean_544
14836,FC_mean_545
14836,FC_mean_546
14836,FC_mean_547
34272,FC_mean_548
34272,FC_mean_549
3016,FC_mean_550
5559,FC_mean_551
5559,FC_mean_552
22273,FC_mean_553
14836,FC_mean_554
1058,FC_mean_555
5559,FC_mean_556
8391,FC_mean_557
34272,FC_mean_558
34272,FC_mean_559
5559,FC_mean_560
14836,FC_mean_561
14836,FC_mean_562
34272,FC_mean_563
34272,FC_mean_564
34272,FC_mean_565
1435,FC_mean_566
34272,FC_mean_567
22273,FC_mean_568
14836,FC_mean_569
34272,FC_mean_570
34272,FC_mean_571
14836,FC_mean_572
14836,FC_mean_573
14836,FC_mean_574
5559,FC_mean_575
14836,FC_mean_576
34272,FC_mean_577
8391,FC_mean_578
34272,FC_mean_579
22273,FC_mean_580
5559,FC_mean_581
34272,FC_mean_582
740,FC_mean_583
14836,FC_mean_584
34272,FC_mean_585
8391,FC_mean_586
34272,FC_mean_587
14836,FC_mean_588
1019,FC_mean_589
14836,FC_mean_590
22273,FC_mean_591
22273,FC_mean_592
791,FC_mean_593
14836,FC_mean_594
34272,FC_mean_595
14836,FC_mean_596
