,index,features,rank
0,7865,FC_mean_7865,1
1,7773,FC_mean_7773,1
2,38646,FC_mean_38646,2
3,38424,FC_mean_38424,3
4,25144,FC_mean_25144,3
5,7898,FC_mean_7898,5
6,38437,FC_mean_38437,6
7,13402,FC_mean_13402,7
8,780,FC_mean_780,8
9,3557,FC_mean_3557,8
10,9328,FC_mean_9328,10
11,25147,FC_mean_25147,11
12,6495,FC_mean_6495,12
13,23469,FC_mean_23469,13
14,14281,FC_mean_14281,14
15,18202,FC_mean_18202,15
16,3289,FC_mean_3289,16
17,3399,FC_mean_3399,17
18,25141,FC_mean_25141,17
19,25146,FC_mean_25146,19
20,44291,FC_mean_44291,20
21,25148,FC_mean_25148,21
22,30146,FC_mean_30146,21
23,26093,FC_mean_26093,23
24,38134,FC_mean_38134,24
25,40776,FC_mean_40776,25
26,16947,FC_mean_16947,26
27,15848,FC_mean_15848,27
28,17416,FC_mean_17416,28
29,14903,FC_mean_14903,28
30,7772,FC_mean_7772,30
31,13346,FC_mean_13346,31
32,25001,FC_mean_25001,32
33,26645,FC_mean_26645,33
34,24954,FC_mean_24954,34
35,35063,FC_mean_35063,35
36,40844,FC_mean_40844,36
37,26267,FC_mean_26267,37
38,38349,FC_mean_38349,38
39,29622,FC_mean_29622,39
40,5414,FC_mean_5414,39
41,3616,FC_mean_3616,41
42,38399,FC_mean_38399,42
43,23076,FC_mean_23076,43
44,40785,FC_mean_40785,43
45,27849,FC_mean_27849,45
46,10218,FC_mean_10218,46
47,13979,FC_mean_13979,47
48,2747,FC_mean_2747,48
49,6256,FC_mean_6256,49
50,41388,FC_mean_41388,50
51,12380,FC_mean_12380,51
52,11620,FC_mean_11620,52
53,13935,FC_mean_13935,53
54,38397,FC_mean_38397,54
55,20462,FC_mean_20462,55
56,12244,FC_mean_12244,56
57,41866,FC_mean_41866,57
58,18427,FC_mean_18427,57
59,4369,FC_mean_4369,59
60,30072,FC_mean_30072,60
61,32786,FC_mean_32786,60
62,11946,FC_mean_11946,62
63,9312,FC_mean_9312,63
64,14363,FC_mean_14363,63
65,42433,FC_mean_42433,65
66,11695,FC_mean_11695,66
67,27843,FC_mean_27843,67
68,31472,FC_mean_31472,67
69,7906,FC_mean_7906,69
70,27637,FC_mean_27637,69
71,41532,FC_mean_41532,71
72,30541,FC_mean_30541,72
73,3282,FC_mean_3282,73
74,39709,FC_mean_39709,74
75,17038,FC_mean_17038,75
76,25143,FC_mean_25143,76
77,8453,FC_mean_8453,77
78,32484,FC_mean_32484,78
79,40388,FC_mean_40388,78
80,40294,FC_mean_40294,80
81,20706,FC_mean_20706,82
82,643,FC_mean_643,82
83,9181,FC_mean_9181,82
84,29850,FC_mean_29850,84
85,24154,FC_mean_24154,85
86,28626,FC_mean_28626,85
87,42390,FC_mean_42390,87
88,43031,FC_mean_43031,88
89,41208,FC_mean_41208,89
90,18325,FC_mean_18325,90
91,16446,FC_mean_16446,91
92,40486,FC_mean_40486,92
93,17713,FC_mean_17713,92
94,5507,FC_mean_5507,94
95,269,FC_mean_269,95
96,1755,FC_mean_1755,96
97,2970,FC_mean_2970,97
98,26077,FC_mean_26077,98
99,30137,FC_mean_30137,99
100,6546,FC_mean_6546,100
101,278,FC_mean_278,101
102,17420,FC_mean_17420,102
103,13343,FC_mean_13343,103
104,29252,FC_mean_29252,105
105,43085,FC_mean_43085,105
106,43061,FC_mean_43061,105
107,26137,FC_mean_26137,107
108,23883,FC_mean_23883,108
109,2693,FC_mean_2693,109
110,40771,FC_mean_40771,110
111,42104,FC_mean_42104,111
112,24727,FC_mean_24727,111
113,491,FC_mean_491,113
114,40125,FC_mean_40125,113
115,5481,FC_mean_5481,115
116,4875,FC_mean_4875,117
117,37593,FC_mean_37593,117
118,9248,FC_mean_9248,117
119,30066,FC_mean_30066,119
120,38342,FC_mean_38342,120
121,9331,FC_mean_9331,121
122,23837,FC_mean_23837,122
123,31371,FC_mean_31371,123
124,3536,FC_mean_3536,123
125,4370,FC_mean_4370,125
126,3584,FC_mean_3584,125
127,25015,FC_mean_25015,127
128,11431,FC_mean_11431,127
129,16474,FC_mean_16474,129
130,17743,FC_mean_17743,130
131,10296,FC_mean_10296,131
132,36163,FC_mean_36163,132
133,39608,FC_mean_39608,133
134,18512,FC_mean_18512,134
135,25002,FC_mean_25002,135
136,6545,FC_mean_6545,136
137,38318,FC_mean_38318,136
138,10164,FC_mean_10164,138
139,43316,FC_mean_43316,139
140,24704,FC_mean_24704,141
141,39614,FC_mean_39614,141
142,38089,FC_mean_38089,141
143,14704,FC_mean_14704,143
144,6467,FC_mean_6467,144
145,36804,FC_mean_36804,144
146,10199,FC_mean_10199,146
147,14271,FC_mean_14271,147
148,5565,FC_mean_5565,148
149,11825,FC_mean_11825,149
150,9774,FC_mean_9774,150
151,27298,FC_mean_27298,151
152,6331,FC_mean_6331,152
153,5323,FC_mean_5323,153
154,14874,FC_mean_14874,154
155,10071,FC_mean_10071,155
156,6373,FC_mean_6373,156
157,44803,FC_mean_44803,157
158,44355,FC_mean_44355,158
159,42267,FC_mean_42267,159
160,24989,FC_mean_24989,160
161,42381,FC_mean_42381,161
162,8672,FC_mean_8672,161
163,30830,FC_mean_30830,163
164,27539,FC_mean_27539,164
165,41268,FC_mean_41268,165
166,6394,FC_mean_6394,165
167,2590,FC_mean_2590,167
168,2686,FC_mean_2686,168
169,18511,FC_mean_18511,169
170,24988,FC_mean_24988,169
171,40419,FC_mean_40419,171
172,18653,FC_mean_18653,172
173,20795,FC_mean_20795,173
174,30544,FC_mean_30544,173
175,26349,FC_mean_26349,175
176,23806,FC_mean_23806,175
177,25471,FC_mean_25471,177
178,28214,FC_mean_28214,178
179,10268,FC_mean_10268,179
180,9649,FC_mean_9649,179
181,8552,FC_mean_8552,181
182,23311,FC_mean_23311,182
183,20486,FC_mean_20486,183
184,3611,FC_mean_3611,184
185,29979,FC_mean_29979,184
186,13403,FC_mean_13403,186
187,7856,FC_mean_7856,186
188,20869,FC_mean_20869,188
189,5394,FC_mean_5394,189
190,20237,FC_mean_20237,190
191,12966,FC_mean_12966,191
192,14134,FC_mean_14134,191
193,26704,FC_mean_26704,193
194,9641,FC_mean_9641,194
195,41308,FC_mean_41308,195
196,17972,FC_mean_17972,196
197,27832,FC_mean_27832,197
198,1612,FC_mean_1612,198
199,7723,FC_mean_7723,199
200,37405,FC_mean_37405,200
201,13254,FC_mean_13254,201
202,11619,FC_mean_11619,202
203,38752,FC_mean_38752,203
204,1469,FC_mean_1469,204
205,22577,FC_mean_22577,205
206,13646,FC_mean_13646,206
207,9520,FC_mean_9520,207
208,32278,FC_mean_32278,208
209,41183,FC_mean_41183,208
210,39553,FC_mean_39553,210
211,21190,FC_mean_21190,210
212,20687,FC_mean_20687,212
213,39380,FC_mean_39380,213
214,13684,FC_mean_13684,214
215,38988,FC_mean_38988,215
216,37797,FC_mean_37797,216
217,40098,FC_mean_40098,217
218,35759,FC_mean_35759,218
219,18671,FC_mean_18671,219
220,29200,FC_mean_29200,220
221,2520,FC_mean_2520,221
222,19703,FC_mean_19703,222
223,11726,FC_mean_11726,223
224,39119,FC_mean_39119,224
225,9621,FC_mean_9621,225
226,29928,FC_mean_29928,226
227,10309,FC_mean_10309,227
228,27748,FC_mean_27748,228
229,43156,FC_mean_43156,229
230,27822,FC_mean_27822,230
231,41931,FC_mean_41931,231
232,19141,FC_mean_19141,232
233,20723,FC_mean_20723,233
234,41319,FC_mean_41319,234
235,13908,FC_mean_13908,234
236,41197,FC_mean_41197,236
237,35550,FC_mean_35550,238
238,15520,FC_mean_15520,238
239,20717,FC_mean_20717,238
240,29765,FC_mean_29765,240
241,32915,FC_mean_32915,240
242,12137,FC_mean_12137,242
243,2373,FC_mean_2373,243
244,37575,FC_mean_37575,244
245,44282,FC_mean_44282,245
246,43663,FC_mean_43663,246
247,6528,FC_mean_6528,247
248,2321,FC_mean_2321,248
249,6496,FC_mean_6496,249
250,40266,FC_mean_40266,250
251,27586,FC_mean_27586,250
252,24218,FC_mean_24218,252
253,28003,FC_mean_28003,253
254,19699,FC_mean_19699,254
255,44083,FC_mean_44083,255
256,5345,FC_mean_5345,255
257,24148,FC_mean_24148,257
258,6375,FC_mean_6375,257
259,11760,FC_mean_11760,259
260,20664,FC_mean_20664,259
261,14114,FC_mean_14114,261
262,4372,FC_mean_4372,262
263,8527,FC_mean_8527,263
264,9354,FC_mean_9354,264
265,24156,FC_mean_24156,265
266,25340,FC_mean_25340,266
267,7724,FC_mean_7724,267
268,42627,FC_mean_42627,268
269,7654,FC_mean_7654,269
270,37390,FC_mean_37390,270
271,1559,FC_mean_1559,271
272,36419,FC_mean_36419,272
273,39516,FC_mean_39516,273
274,443,FC_mean_443,274
275,18027,FC_mean_18027,275
276,21013,FC_mean_21013,276
277,3626,FC_mean_3626,277
278,3104,FC_mean_3104,278
279,38585,FC_mean_38585,279
280,15595,FC_mean_15595,280
281,22898,FC_mean_22898,281
282,27484,FC_mean_27484,282
283,30035,FC_mean_30035,283
284,43910,FC_mean_43910,284
285,15409,FC_mean_15409,285
286,39440,FC_mean_39440,286
287,17488,FC_mean_17488,287
288,29906,FC_mean_29906,288
289,19113,FC_mean_19113,289
290,38568,FC_mean_38568,290
291,13492,FC_mean_13492,291
292,28145,FC_mean_28145,292
293,5252,FC_mean_5252,293
294,19383,FC_mean_19383,294
295,2978,FC_mean_2978,295
296,26733,FC_mean_26733,296
297,418,FC_mean_418,297
298,24041,FC_mean_24041,298
299,39827,FC_mean_39827,298
300,5441,FC_mean_5441,300
301,23606,FC_mean_23606,301
302,42976,FC_mean_42976,302
303,36327,FC_mean_36327,303
304,30085,FC_mean_30085,304
305,39180,FC_mean_39180,305
306,14624,FC_mean_14624,306
307,30399,FC_mean_30399,307
308,25016,FC_mean_25016,307
309,18342,FC_mean_18342,309
310,43261,FC_mean_43261,310
311,17507,FC_mean_17507,311
312,39560,FC_mean_39560,311
313,24637,FC_mean_24637,313
314,19783,FC_mean_19783,314
315,28036,FC_mean_28036,315
316,3897,FC_mean_3897,316
317,33181,FC_mean_33181,317
318,31760,FC_mean_31760,318
319,555,FC_mean_555,319
320,26873,FC_mean_26873,320
321,14942,FC_mean_14942,321
322,39321,FC_mean_39321,322
323,17003,FC_mean_17003,323
324,23102,FC_mean_23102,324
325,3994,FC_mean_3994,325
326,37738,FC_mean_37738,326
327,1713,FC_mean_1713,327
328,13477,FC_mean_13477,328
329,39029,FC_mean_39029,329
330,37653,FC_mean_37653,330
331,26882,FC_mean_26882,331
332,27029,FC_mean_27029,332
333,5517,FC_mean_5517,333
334,6470,FC_mean_6470,334
335,5402,FC_mean_5402,335
336,40489,FC_mean_40489,336
337,44386,FC_mean_44386,337
338,1391,FC_mean_1391,338
339,31922,FC_mean_31922,339
340,26411,FC_mean_26411,340
341,5600,FC_mean_5600,341
342,8971,FC_mean_8971,342
343,41353,FC_mean_41353,343
344,41024,FC_mean_41024,343
345,8284,FC_mean_8284,345
346,18425,FC_mean_18425,346
347,18437,FC_mean_18437,347
348,5401,FC_mean_5401,348
349,14080,FC_mean_14080,349
350,12942,FC_mean_12942,350
351,22365,FC_mean_22365,351
352,30388,FC_mean_30388,352
353,41030,FC_mean_41030,353
354,26258,FC_mean_26258,354
355,173,FC_mean_173,355
356,38439,FC_mean_38439,356
357,26888,FC_mean_26888,357
358,24470,FC_mean_24470,358
359,28735,FC_mean_28735,358
360,25390,FC_mean_25390,360
361,7156,FC_mean_7156,361
362,39300,FC_mean_39300,362
363,18760,FC_mean_18760,363
364,18496,FC_mean_18496,363
365,17524,FC_mean_17524,365
366,36324,FC_mean_36324,366
367,35775,FC_mean_35775,367
368,42285,FC_mean_42285,368
369,26418,FC_mean_26418,369
370,25449,FC_mean_25449,370
371,32764,FC_mean_32764,370
372,44026,FC_mean_44026,372
373,12498,FC_mean_12498,373
374,8585,FC_mean_8585,374
375,11089,FC_mean_11089,375
376,24491,FC_mean_24491,376
377,23080,FC_mean_23080,377
378,791,FC_mean_791,378
379,18199,FC_mean_18199,379
380,12092,FC_mean_12092,380
381,31757,FC_mean_31757,381
382,36714,FC_mean_36714,382
383,14118,FC_mean_14118,383
384,41345,FC_mean_41345,384
385,40134,FC_mean_40134,385
386,23874,FC_mean_23874,386
387,23938,FC_mean_23938,386
388,39195,FC_mean_39195,388
389,5392,FC_mean_5392,389
390,13452,FC_mean_13452,390
391,32486,FC_mean_32486,391
392,12895,FC_mean_12895,392
393,32027,FC_mean_32027,393
394,32960,FC_mean_32960,394
395,26129,FC_mean_26129,395
396,30039,FC_mean_30039,396
397,232,FC_mean_232,397
398,44712,FC_mean_44712,398
399,38663,FC_mean_38663,399
400,26272,FC_mean_26272,400
401,1533,FC_mean_1533,401
402,39093,FC_mean_39093,402
403,25383,FC_mean_25383,403
404,3180,FC_mean_3180,404
405,43852,FC_mean_43852,405
406,39535,FC_mean_39535,406
407,18799,FC_mean_18799,407
408,42922,FC_mean_42922,408
409,3724,FC_mean_3724,409
410,25379,FC_mean_25379,410
411,11770,FC_mean_11770,411
412,25035,FC_mean_25035,412
413,3113,FC_mean_3113,413
414,25263,FC_mean_25263,414
415,29667,FC_mean_29667,415
416,17112,FC_mean_17112,416
417,33760,FC_mean_33760,417
418,25092,FC_mean_25092,418
419,23439,FC_mean_23439,419
420,34564,FC_mean_34564,420
421,37605,FC_mean_37605,421
422,6892,FC_mean_6892,422
423,37383,FC_mean_37383,423
424,29870,FC_mean_29870,424
425,44525,FC_mean_44525,425
426,19662,FC_mean_19662,425
427,5384,FC_mean_5384,427
428,20712,FC_mean_20712,427
429,21946,FC_mean_21946,429
430,25345,FC_mean_25345,429
431,5288,FC_mean_5288,431
432,1776,FC_mean_1776,432
433,9061,FC_mean_9061,433
434,9862,FC_mean_9862,434
435,44020,FC_mean_44020,435
436,2131,FC_mean_2131,436
437,7988,FC_mean_7988,437
438,3192,FC_mean_3192,438
439,20415,FC_mean_20415,438
440,40241,FC_mean_40241,440
441,2995,FC_mean_2995,441
442,21382,FC_mean_21382,442
443,24686,FC_mean_24686,442
444,9315,FC_mean_9315,444
445,39389,FC_mean_39389,445
446,16908,FC_mean_16908,446
447,22002,FC_mean_22002,447
448,41344,FC_mean_41344,448
449,41446,FC_mean_41446,449
450,41542,FC_mean_41542,450
451,12653,FC_mean_12653,451
452,23163,FC_mean_23163,452
453,44567,FC_mean_44567,453
454,126,FC_mean_126,454
455,40312,FC_mean_40312,455
456,40204,FC_mean_40204,456
457,34905,FC_mean_34905,457
458,36649,FC_mean_36649,458
459,5237,FC_mean_5237,459
460,6623,FC_mean_6623,460
461,8044,FC_mean_8044,461
462,7529,FC_mean_7529,461
463,21941,FC_mean_21941,463
464,24532,FC_mean_24532,464
465,282,FC_mean_282,465
466,38851,FC_mean_38851,466
467,3916,FC_mean_3916,467
468,16459,FC_mean_16459,468
469,5634,FC_mean_5634,469
470,7989,FC_mean_7989,470
471,9516,FC_mean_9516,471
472,44376,FC_mean_44376,472
473,6403,FC_mean_6403,473
474,13459,FC_mean_13459,474
475,33669,FC_mean_33669,474
476,5257,FC_mean_5257,476
477,27400,FC_mean_27400,477
478,38729,FC_mean_38729,478
479,8551,FC_mean_8551,479
480,39852,FC_mean_39852,480
481,18326,FC_mean_18326,481
482,3291,FC_mean_3291,482
483,43711,FC_mean_43711,483
484,38775,FC_mean_38775,484
485,21225,FC_mean_21225,485
486,44082,FC_mean_44082,486
487,3188,FC_mean_3188,487
488,27873,FC_mean_27873,488
489,13397,FC_mean_13397,489
490,16327,FC_mean_16327,490
491,43089,FC_mean_43089,491
492,80,FC_mean_80,492
493,18449,FC_mean_18449,493
494,12333,FC_mean_12333,494
495,25022,FC_mean_25022,495
496,8286,FC_mean_8286,495
497,40306,FC_mean_40306,497
498,12374,FC_mean_12374,497
499,9023,FC_mean_9023,499
500,19994,FC_mean_19994,500
501,32529,FC_mean_32529,501
502,7,FC_mean_7,502
503,13637,FC_mean_13637,503
504,14368,FC_mean_14368,504
505,43208,FC_mean_43208,505
506,28604,FC_mean_28604,505
507,801,FC_mean_801,507
508,34319,FC_mean_34319,508
509,23240,FC_mean_23240,509
510,43864,FC_mean_43864,510
511,26032,FC_mean_26032,511
512,13418,FC_mean_13418,512
513,25090,FC_mean_25090,513
514,1511,FC_mean_1511,514
515,38705,FC_mean_38705,515
516,5262,FC_mean_5262,516
517,41011,FC_mean_41011,517
518,18596,FC_mean_18596,518
519,19924,FC_mean_19924,518
520,38800,FC_mean_38800,520
521,41158,FC_mean_41158,521
522,6910,FC_mean_6910,522
523,11624,FC_mean_11624,523
524,11977,FC_mean_11977,524
525,26401,FC_mean_26401,525
526,22787,FC_mean_22787,526
527,37652,FC_mean_37652,527
528,40299,FC_mean_40299,528
529,1771,FC_mean_1771,529
530,28364,FC_mean_28364,530
531,7320,FC_mean_7320,531
532,34259,FC_mean_34259,532
533,41303,FC_mean_41303,533
534,29234,FC_mean_29234,534
535,9617,FC_mean_9617,535
536,30307,FC_mean_30307,536
537,8573,FC_mean_8573,537
538,5506,FC_mean_5506,538
539,32337,FC_mean_32337,539
540,35835,FC_mean_35835,540
541,4035,FC_mean_4035,541
542,38591,FC_mean_38591,542
543,37419,FC_mean_37419,543
544,28550,FC_mean_28550,544
545,22774,FC_mean_22774,546
546,40071,FC_mean_40071,546
547,23966,FC_mean_23966,546
548,5502,FC_mean_5502,548
549,43076,FC_mean_43076,549
550,37127,FC_mean_37127,550
551,25334,FC_mean_25334,551
552,3849,FC_mean_3849,552
553,30203,FC_mean_30203,553
554,13619,FC_mean_13619,554
555,9619,FC_mean_9619,555
556,44481,FC_mean_44481,556
557,29078,FC_mean_29078,557
558,8669,FC_mean_8669,558
559,34663,FC_mean_34663,559
560,5279,FC_mean_5279,560
561,12232,FC_mean_12232,561
562,26632,FC_mean_26632,561
563,33691,FC_mean_33691,563
564,17024,FC_mean_17024,564
565,40831,FC_mean_40831,565
566,25857,FC_mean_25857,566
567,18508,FC_mean_18508,566
568,30736,FC_mean_30736,568
569,27454,FC_mean_27454,569
570,18358,FC_mean_18358,570
571,34571,FC_mean_34571,571
572,37682,FC_mean_37682,572
573,18352,FC_mean_18352,573
574,28084,FC_mean_28084,574
575,1564,FC_mean_1564,574
576,15898,FC_mean_15898,576
577,22473,FC_mean_22473,577
578,35523,FC_mean_35523,578
579,5111,FC_mean_5111,579
580,7353,FC_mean_7353,580
581,32071,FC_mean_32071,581
582,19477,FC_mean_19477,582
583,30773,FC_mean_30773,583
584,37783,FC_mean_37783,584
585,20872,FC_mean_20872,585
586,7917,FC_mean_7917,586
587,32656,FC_mean_32656,587
588,17034,FC_mean_17034,588
589,41212,FC_mean_41212,589
590,5545,FC_mean_5545,590
591,37424,FC_mean_37424,591
592,9741,FC_mean_9741,592
593,41525,FC_mean_41525,593
594,39600,FC_mean_39600,593
595,847,FC_mean_847,595
596,1402,FC_mean_1402,596
597,39186,FC_mean_39186,597
598,24700,FC_mean_24700,598
599,6168,FC_mean_6168,599
600,9131,FC_mean_9131,600
601,43685,FC_mean_43685,601
602,36029,FC_mean_36029,602
603,5253,FC_mean_5253,603
604,33522,FC_mean_33522,603
605,23528,FC_mean_23528,605
606,35315,FC_mean_35315,606
607,41185,FC_mean_41185,607
608,44102,FC_mean_44102,608
609,43463,FC_mean_43463,609
610,20498,FC_mean_20498,610
611,38627,FC_mean_38627,611
612,4371,FC_mean_4371,612
613,11079,FC_mean_11079,613
614,5316,FC_mean_5316,614
615,39556,FC_mean_39556,615
616,7631,FC_mean_7631,616
617,30997,FC_mean_30997,616
618,11853,FC_mean_11853,618
619,44101,FC_mean_44101,619
620,37113,FC_mean_37113,620
621,874,FC_mean_874,621
622,10505,FC_mean_10505,621
623,27412,FC_mean_27412,623
624,41209,FC_mean_41209,624
625,31572,FC_mean_31572,625
626,1302,FC_mean_1302,626
627,38393,FC_mean_38393,627
628,9231,FC_mean_9231,628
629,1487,FC_mean_1487,629
630,9711,FC_mean_9711,630
631,32089,FC_mean_32089,631
632,40320,FC_mean_40320,632
633,1581,FC_mean_1581,633
634,34467,FC_mean_34467,634
635,44579,FC_mean_44579,635
636,2903,FC_mean_2903,636
637,4087,FC_mean_4087,637
638,2446,FC_mean_2446,637
639,38394,FC_mean_38394,639
640,21940,FC_mean_21940,640
641,5128,FC_mean_5128,641
642,23267,FC_mean_23267,642
643,24773,FC_mean_24773,643
644,12079,FC_mean_12079,644
645,7013,FC_mean_7013,645
646,5417,FC_mean_5417,646
647,15066,FC_mean_15066,646
648,6616,FC_mean_6616,648
649,31599,FC_mean_31599,649
650,8547,FC_mean_8547,650
651,38645,FC_mean_38645,651
652,9213,FC_mean_9213,652
653,44033,FC_mean_44033,653
654,32847,FC_mean_32847,654
655,19159,FC_mean_19159,655
656,39350,FC_mean_39350,656
657,33553,FC_mean_33553,657
658,32494,FC_mean_32494,658
659,2489,FC_mean_2489,659
660,10652,FC_mean_10652,659
661,26715,FC_mean_26715,661
662,31069,FC_mean_31069,662
663,35554,FC_mean_35554,663
664,44275,FC_mean_44275,664
665,43763,FC_mean_43763,665
666,15844,FC_mean_15844,665
667,19698,FC_mean_19698,667
668,29515,FC_mean_29515,668
669,5411,FC_mean_5411,669
670,11385,FC_mean_11385,670
671,33518,FC_mean_33518,672
672,25408,FC_mean_25408,672
673,15687,FC_mean_15687,672
674,25013,FC_mean_25013,674
675,12228,FC_mean_12228,675
676,19863,FC_mean_19863,675
677,19261,FC_mean_19261,677
678,42632,FC_mean_42632,678
679,44472,FC_mean_44472,679
680,25108,FC_mean_25108,680
681,35764,FC_mean_35764,681
682,34969,FC_mean_34969,681
683,16893,FC_mean_16893,683
684,42561,FC_mean_42561,683
685,44040,FC_mean_44040,685
686,18714,FC_mean_18714,686
687,7839,FC_mean_7839,687
688,41959,FC_mean_41959,688
689,40148,FC_mean_40148,689
690,33052,FC_mean_33052,690
691,9330,FC_mean_9330,691
692,6486,FC_mean_6486,692
693,23100,FC_mean_23100,693
694,26328,FC_mean_26328,694
695,1510,FC_mean_1510,695
696,5483,FC_mean_5483,696
697,1719,FC_mean_1719,697
698,2853,FC_mean_2853,698
699,23540,FC_mean_23540,699
700,1147,FC_mean_1147,700
701,31420,FC_mean_31420,701
702,16311,FC_mean_16311,702
703,1617,FC_mean_1617,703
704,17807,FC_mean_17807,704
705,5322,FC_mean_5322,704
706,3273,FC_mean_3273,706
707,10663,FC_mean_10663,707
708,26837,FC_mean_26837,708
709,31598,FC_mean_31598,709
710,9052,FC_mean_9052,710
711,2461,FC_mean_2461,710
712,18931,FC_mean_18931,712
713,35928,FC_mean_35928,713
714,274,FC_mean_274,714
715,43950,FC_mean_43950,715
716,81,FC_mean_81,716
717,3617,FC_mean_3617,717
718,36454,FC_mean_36454,717
719,40399,FC_mean_40399,719
720,14000,FC_mean_14000,719
721,40217,FC_mean_40217,721
722,32482,FC_mean_32482,722
723,41014,FC_mean_41014,723
724,33670,FC_mean_33670,724
725,28714,FC_mean_28714,725
726,25699,FC_mean_25699,726
727,33219,FC_mean_33219,727
728,6812,FC_mean_6812,728
729,32169,FC_mean_32169,729
730,21888,FC_mean_21888,731
731,35756,FC_mean_35756,731
732,9866,FC_mean_9866,731
733,31600,FC_mean_31600,733
734,5238,FC_mean_5238,734
735,10306,FC_mean_10306,735
736,8169,FC_mean_8169,735
737,38488,FC_mean_38488,737
738,36711,FC_mean_36711,738
739,31501,FC_mean_31501,739
740,23727,FC_mean_23727,739
741,38284,FC_mean_38284,741
742,30831,FC_mean_30831,742
743,21823,FC_mean_21823,743
744,10824,FC_mean_10824,744
745,17001,FC_mean_17001,745
746,6291,FC_mean_6291,746
747,7993,FC_mean_7993,747
748,39014,FC_mean_39014,748
749,16360,FC_mean_16360,749
750,9289,FC_mean_9289,750
751,9247,FC_mean_9247,751
752,1705,FC_mean_1705,752
753,42311,FC_mean_42311,753
754,32561,FC_mean_32561,754
755,40767,FC_mean_40767,755
756,5505,FC_mean_5505,756
757,40439,FC_mean_40439,757
758,10205,FC_mean_10205,758
759,31754,FC_mean_31754,759
760,28371,FC_mean_28371,759
761,5418,FC_mean_5418,761
762,34597,FC_mean_34597,762
763,6782,FC_mean_6782,762
764,11362,FC_mean_11362,764
765,13003,FC_mean_13003,765
766,7645,FC_mean_7645,766
767,7771,FC_mean_7771,767
768,34829,FC_mean_34829,768
769,3636,FC_mean_3636,769
770,13966,FC_mean_13966,770
771,44388,FC_mean_44388,771
772,22993,FC_mean_22993,772
773,20339,FC_mean_20339,773
774,43017,FC_mean_43017,774
775,44023,FC_mean_44023,775
776,14227,FC_mean_14227,776
777,9308,FC_mean_9308,777
778,950,FC_mean_950,778
779,31635,FC_mean_31635,779
780,26835,FC_mean_26835,780
781,31863,FC_mean_31863,781
782,9060,FC_mean_9060,782
783,2979,FC_mean_2979,783
784,43833,FC_mean_43833,783
785,7737,FC_mean_7737,785
786,17954,FC_mean_17954,786
787,33494,FC_mean_33494,787
788,18443,FC_mean_18443,788
789,22100,FC_mean_22100,789
790,36695,FC_mean_36695,790
791,12064,FC_mean_12064,791
792,10191,FC_mean_10191,792
793,18297,FC_mean_18297,793
794,3065,FC_mean_3065,794
795,28703,FC_mean_28703,795
796,41813,FC_mean_41813,796
797,9117,FC_mean_9117,797
798,16174,FC_mean_16174,798
799,9779,FC_mean_9779,798
800,4573,FC_mean_4573,800
801,13717,FC_mean_13717,801
802,18488,FC_mean_18488,802
803,11950,FC_mean_11950,803
804,5737,FC_mean_5737,804
805,3756,FC_mean_3756,805
806,35829,FC_mean_35829,806
807,18372,FC_mean_18372,807
808,9547,FC_mean_9547,808
809,9245,FC_mean_9245,809
810,16401,FC_mean_16401,810
811,38252,FC_mean_38252,811
812,9093,FC_mean_9093,812
813,20277,FC_mean_20277,813
814,31604,FC_mean_31604,814
815,3283,FC_mean_3283,815
816,33124,FC_mean_33124,816
817,32248,FC_mean_32248,817
818,40638,FC_mean_40638,818
819,38293,FC_mean_38293,819
820,4054,FC_mean_4054,820
821,42769,FC_mean_42769,821
822,6367,FC_mean_6367,822
823,10033,FC_mean_10033,823
824,22332,FC_mean_22332,824
825,36862,FC_mean_36862,825
826,16208,FC_mean_16208,826
827,2947,FC_mean_2947,827
828,30776,FC_mean_30776,827
829,10108,FC_mean_10108,829
830,43160,FC_mean_43160,830
831,26759,FC_mean_26759,831
832,21867,FC_mean_21867,832
833,5490,FC_mean_5490,833
834,4880,FC_mean_4880,834
835,29173,FC_mean_29173,835
836,26741,FC_mean_26741,836
837,7893,FC_mean_7893,837
838,11848,FC_mean_11848,838
839,16800,FC_mean_16800,839
840,16179,FC_mean_16179,840
841,8559,FC_mean_8559,841
842,29048,FC_mean_29048,842
843,1666,FC_mean_1666,843
844,3691,FC_mean_3691,844
845,3290,FC_mean_3290,845
846,41257,FC_mean_41257,846
847,6028,FC_mean_6028,847
848,28872,FC_mean_28872,848
849,24349,FC_mean_24349,848
850,21189,FC_mean_21189,850
851,28266,FC_mean_28266,851
852,43821,FC_mean_43821,852
853,43137,FC_mean_43137,853
854,17346,FC_mean_17346,854
855,4042,FC_mean_4042,855
856,39312,FC_mean_39312,856
857,43819,FC_mean_43819,857
858,7902,FC_mean_7902,858
859,30045,FC_mean_30045,859
860,29800,FC_mean_29800,860
861,35945,FC_mean_35945,861
862,7057,FC_mean_7057,862
863,44648,FC_mean_44648,863
864,31287,FC_mean_31287,864
865,11639,FC_mean_11639,865
866,41256,FC_mean_41256,866
867,22702,FC_mean_22702,866
868,1807,FC_mean_1807,868
869,39751,FC_mean_39751,869
870,33139,FC_mean_33139,870
871,31426,FC_mean_31426,871
872,14464,FC_mean_14464,872
873,1609,FC_mean_1609,873
874,12628,FC_mean_12628,874
875,20260,FC_mean_20260,875
876,12545,FC_mean_12545,876
